destino,producto,precio,presentacion,pMin,calidad,origen,obs,pMax
Jalisco: Mercado de Abasto de Guadalajara,Jamaica,115.00,Kilogramo,115.00,Primera,Oaxaca,,120.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Jamaica,48.00,Kilogramo,48.00,Primera,Importación,,48.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Jamaica,130.00,Kilogramo,130.00,Primera,Oaxaca,,130.00
Michoacán: Mercado de Abasto de Morelia,Jamaica,110.00,Kilogramo,100.00,Primera,Colima,,110.00
Michoacán: Mercado de Abasto de Morelia,Jamaica,65.00,Kilogramo,60.00,Primera,Importación,,65.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Jamaica,55.00,Kilogramo,50.00,Primera,Jalisco,,55.00
Quintana Roo: Módulo de Abasto Cancún,Jamaica,55.00,Kilogramo,55.00,Primera,Distrito Federal,,55.00
Sonora: Central de Abasto de Cd. Obregón,Jamaica,55.00,Kilogramo,55.00,Primera,Jalisco,,55.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Jamaica,70.00,Kilogramo,65.00,Primera,Importación,,70.00
Veracruz: Central de Abasto de Minatitlán,Jamaica,55.00,Kilogramo,50.00,Primera,Puebla,,55.00
Veracruz: Mercado Malibrán,Jamaica,55.00,Kilogramo,50.00,Primera,Puebla,,55.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Guayaba,80.00,Caja de 12 kg.,75.00,Primera,Aguascalientes,,85.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Guayaba,80.00,Caja de 12 kg.,75.00,Primera,Michoacán,,85.00
"Baja California : Central de Abasto INDIA, Tijuana",Guayaba,100.00,Caja de 10 kg.,100.00,Primera,Aguascalientes,,100.00
Baja California Sur: Unión de Comerciantes de La Paz,Guayaba,190.00,Caja de 11 kg.,190.00,Primera,Jalisco,,220.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Guayaba,100.00,Caja de 12 kg.,100.00,Primera,Aguascalientes,,102.00
Chihuahua: Central de Abasto de Chihuahua,Guayaba,222.00,Caja de 12 kg.,222.00,Primera,Aguascalientes,,222.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Guayaba,170.00,Caja de 10 kg.,170.00,Primera,Aguascalientes,,170.00
DF: Central de Abasto de Iztapalapa DF,Guayaba,90.00,Caja de 10 kg.,70.00,Primera,Michoacán,,110.00
"Durango: Central de Abasto ""Francisco Villa""",Guayaba,120.00,Caja de 12 kg.,110.00,Primera,Aguascalientes,,120.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Guayaba,102.00,Caja de 12 kg.,100.00,Primera,Aguascalientes,,105.00
Guanajuato: Central de Abasto de León,Guayaba,120.00,Caja de 12 kg.,120.00,Primera,Michoacán,,130.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Guayaba,80.00,Caja de 10 kg.,80.00,Primera,Michoacán,,90.00
Guanajuato: Módulo de Abasto Irapuato,Guayaba,10.00,Kilogramo,9.00,Primera,Michoacán,,10.00
Guerrero: Central de Abastos de Acapulco,Guayaba,126.00,Caja de 12 kg.,126.00,Primera,Puebla,,126.00
Hidalgo: Central de Abasto de Pachuca,Guayaba,60.00,Caja de 13 kg.,60.00,Primera,Michoacán,,70.00
Jalisco: Mercado de Abasto de Guadalajara,Guayaba,80.00,Caja de 10 kg.,80.00,Primera,Michoacán,,85.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Guayaba,95.00,Caja de 10 kg.,95.00,Primera,Michoacán,,95.00
México: Central de Abasto de Ecatepec,Guayaba,90.00,Caja de 13 kg.,90.00,Primera,Distrito Federal,,100.00
México: Central de Abasto de Toluca,Guayaba,75.00,Caja de 13 kg.,75.00,Primera,Michoacán,,80.00
Michoacán: Mercado de Abasto de Morelia,Guayaba,130.00,Caja de 16 kg.,125.00,Primera,Michoacán,,130.00
Morelos: Central de Abasto de Cuautla,Guayaba,110.00,Caja de 13 kg.,110.00,Primera,Michoacán,,130.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Guayaba,11.00,Kilogramo,10.00,Primera,Jalisco,,12.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Guayaba,110.00,Caja de 12 kg.,100.00,Primera,Jalisco,,115.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Guayaba,110.00,Caja de 15 kg.,100.00,Primera,Aguascalientes,,120.00
Puebla: Central de Abasto de Puebla,Guayaba,120.00,Caja de 20 kg.,115.00,Primera,Michoacán,,120.00
Querétaro: Mercado de Abasto de Querétaro,Guayaba,120.00,Caja de 13 kg.,100.00,Primera,Michoacán,,120.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Guayaba,200.00,Caja de 10 kg.,200.00,Primera,Distrito Federal,,200.00
Quintana Roo: Módulo de Abasto Cancún,Guayaba,17.00,Kilogramo,17.00,Primera,Distrito Federal,,17.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Guayaba,77.50,Caja de 10 kg.,75.00,Primera,Michoacán,,80.00
Sinaloa: Central de Abasto de Culiacán,Guayaba,20.00,Kilogramo,20.00,Primera,Jalisco,,20.00
Sonora: Central de Abasto de Cd. Obregón,Guayaba,180.00,Caja de 14 kg.,180.00,Primera,Jalisco,,180.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Guayaba,150.00,Caja de 13 kg.,130.00,Primera,Jalisco,,150.00
Tabasco: Central de Abasto de Villahermosa,Guayaba,130.00,Caja de 10 kg.,120.00,Primera,Distrito Federal,,150.00
Tamaulipas: Módulo de Abasto de Reynosa,Guayaba,230.00,Caja de 10 kg.,220.00,Primera,Nuevo León,,240.00
Veracruz: Central de Abasto de Jalapa,Guayaba,195.00,Caja de 15 kg.,190.00,Primera,Michoacán,,195.00
Veracruz: Central de Abasto de Minatitlán,Guayaba,14.00,Kilogramo,13.00,Primera,Puebla,,14.00
Veracruz: Mercado Malibrán,Guayaba,15.00,Kilogramo,14.00,Primera,Veracruz,,15.00
Yucatán: Central de Abasto de Mérida,Guayaba,130.00,Caja de 10 kg.,130.00,Primera,Distrito Federal,,130.00
Yucatán: Centro Mayorista Oxkutzcab,Guayaba,220.00,Caja de 10 kg.,220.00,Primera,Distrito Federal,,220.00
Zacatecas: Mercado de Abasto de Zacatecas,Guayaba,110.00,Caja de 10 kg.,110.00,Primera,Zacatecas,,110.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Chile Caloro,12.00,Kilogramo,11.50,Primera,Michoacán,,12.50
Guanajuato: Central de Abasto de León,Chile Caloro,15.00,Kilogramo,14.00,Primera,Sinaloa,,15.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Chile Caloro,25.00,Kilogramo,22.00,Primera,Jalisco,,25.00
Guanajuato: Módulo de Abasto Irapuato,Chile Caloro,15.00,Kilogramo,14.00,Primera,Sinaloa,,15.00
Jalisco: Mercado de Abasto de Guadalajara,Chile Caloro,520.00,Arpilla de 30 kg.,520.00,Primera,Jalisco,,535.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Chile Caloro,430.00,Arpilla de 30 kg.,430.00,Primera,Jalisco,,430.00
Michoacán: Mercado de Abasto de Morelia,Chile Caloro,18.00,Kilogramo,17.00,Primera,Jalisco,,18.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Chile Caloro,25.00,Kilogramo,22.00,Primera,Jalisco,,25.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Tomate Saladette,200.00,Caja de 28 kg.,195.00,Primera,Aguascalientes,,205.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Tomate Saladette,130.00,Caja de 13 kg.,125.00,Primera,Sinaloa,,135.00
"Baja California : Central de Abasto INDIA, Tijuana",Tomate Saladette,100.00,Caja de 14 kg.,100.00,Primera,Baja California,,100.00
Baja California Sur: Unión de Comerciantes de La Paz,Tomate Saladette,15.00,Kilogramo,15.00,Primera,Baja California Sur,,18.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Tomate Saladette,170.00,Caja de 25 kg.,170.00,Primera,Distrito Federal,,190.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Tomate Saladette,141.00,Caja de 14 kg.,120.00,Primera,Sinaloa,,142.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Tomate Saladette,10.00,Kilogramo,10.00,Primera,Chiapas,,12.00
Chihuahua: Central de Abasto de Chihuahua,Tomate Saladette,160.00,Caja de 15 kg.,140.00,Primera,Sinaloa,,225.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Tomate Saladette,150.00,Caja de 13 kg.,150.00,Primera,Sonora,,150.00
DF: Central de Abasto de Iztapalapa DF,Tomate Saladette,100.00,Caja de 13 kg.,80.00,Primera,Michoacán,Cielo abierto,130.00
DF: Central de Abasto de Iztapalapa DF,Tomate Saladette,200.00,Caja de 30 kg.,170.00,Primera,Michoacán,Cielo abierto,250.00
DF: Central de Abasto de Iztapalapa DF,Tomate Saladette,180.00,Caja de 12 kg.,140.00,Primera,Puebla,Invernadero,240.00
"Durango: Central de Abasto ""Francisco Villa""",Tomate Saladette,120.00,Caja de 14 kg.,120.00,Primera,Coahuila,Producto de invernadero.,130.00
"Durango: Central de Abasto ""Francisco Villa""",Tomate Saladette,8.00,Kilogramo,8.00,Primera,Durango,,8.50
"Durango: Central de Abasto ""Francisco Villa""",Tomate Saladette,120.00,Caja de 14 kg.,120.00,Primera,Durango,Producto de invernadero.,125.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Tomate Saladette,141.00,Caja de 14 kg.,120.00,Primera,Sinaloa,,142.00
Guanajuato: Central de Abasto de León,Tomate Saladette,210.00,Caja de 15 kg.,210.00,Primera,Sinaloa,,220.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Tomate Saladette,250.00,Caja de 30 kg.,250.00,Primera,Michoacán,,300.00
Guanajuato: Módulo de Abasto Irapuato,Tomate Saladette,200.00,Caja de 30 kg.,200.00,Primera,Sinaloa,,210.00
Guerrero: Central de Abastos de Acapulco,Tomate Saladette,12.50,Kilogramo,12.50,Primera,Puebla,,12.50
Hidalgo: Central de Abasto de Pachuca,Tomate Saladette,170.00,Caja de 28 kg.,160.00,Primera,Michoacán,,170.00
Jalisco: Mercado de Abasto de Guadalajara,Tomate Saladette,170.00,Caja de 13 kg.,170.00,Primera,San Luis Potosí,CIELO ABIERTO,175.00
Jalisco: Mercado de Abasto de Guadalajara,Tomate Saladette,250.00,Caja de 14 kg.,250.00,Primera,San Luis Potosí,"CALIDAD DE EXPORTACIÓN,CAJA DE CARTÓN",252.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Tomate Saladette,185.00,Caja de 13 kg.,185.00,Primera,San Luis Potosí,CIELO ABIERTO,185.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Tomate Saladette,262.00,Caja de 14 kg.,262.00,Primera,San Luis Potosí,"CALIDAD DE EXPORTACIÓN,CAJA DE CARTÓN",262.00
México: Central de Abasto de Ecatepec,Tomate Saladette,90.00,Caja de 14 kg.,85.00,Primera,Distrito Federal,CAJA DE CARTON,100.00
México: Central de Abasto de Ecatepec,Tomate Saladette,150.00,Caja de 20 kg.,120.00,Primera,Morelos,,150.00
México: Central de Abasto de Ecatepec,Tomate Saladette,180.00,Caja de 32 kg.,180.00,Primera,Morelos,CAJA DE PLASTICO,190.00
México: Central de Abasto de Toluca,Tomate Saladette,8.50,Kilogramo,8.00,Primera,México,DE INVERNADERO,9.00
México: Central de Abasto de Toluca,Tomate Saladette,140.00,Caja de 30 kg.,140.00,Primera,Morelos,,150.00
Michoacán: Mercado de Abasto de Morelia,Tomate Saladette,250.00,Caja de 28 kg.,240.00,Primera,Michoacán,,250.00
Michoacán: Mercado de Abasto de Morelia,Tomate Saladette,230.00,Caja de 28 kg.,220.00,Primera,Zacatecas,,230.00
Morelos: Central de Abasto de Cuautla,Tomate Saladette,280.00,Caja de 25 kg.,250.00,Primera,Morelos,invernadero,300.00
Morelos: Central de Abasto de Cuautla,Tomate Saladette,170.00,Caja de 28 kg.,170.00,Primera,Morelos,cielo abierto,180.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Tomate Saladette,285.00,Caja de 32 kg.,250.00,Primera,Jalisco,,285.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Tomate Saladette,150.00,Caja de 13 kg.,140.00,Primera,San Luis Potosí,,170.00
Puebla: Central de Abasto de Puebla,Tomate Saladette,210.00,Caja de 35 kg.,205.00,Primera,Michoacán,CAMPO ABIERTO,210.00
Puebla: Central de Abasto de Puebla,Tomate Saladette,190.00,Caja de 20 kg.,185.00,Primera,Oaxaca,INVERNADERO,190.00
Querétaro: Mercado de Abasto de Querétaro,Tomate Saladette,280.00,Caja de 30 kg.,250.00,Primera,Michoacán,,300.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Tomate Saladette,260.00,Caja de 14 kg.,260.00,Primera,Distrito Federal,,260.00
Quintana Roo: Módulo de Abasto Cancún,Tomate Saladette,22.00,Kilogramo,22.00,Primera,Distrito Federal,,22.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Tomate Saladette,235.00,Caja de 32 kg.,230.00,Primera,Michoacán,,240.00
Sinaloa: Central de Abasto de Culiacán,Tomate Saladette,14.00,Kilogramo,14.00,Primera,Jalisco,,14.00
Sonora: Central de Abasto de Cd. Obregón,Tomate Saladette,160.00,Caja de 15 kg.,160.00,Primera,Baja California,,170.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Tomate Saladette,240.00,Caja de 12 kg.,220.00,Primera,Baja California,,240.00
Tabasco: Central de Abasto de Villahermosa,Tomate Saladette,120.00,Caja de 14 kg.,120.00,Primera,Distrito Federal,,140.00
Tamaulipas: Módulo de Abasto de Reynosa,Tomate Saladette,170.00,Caja de 13 kg.,160.00,Primera,Nuevo León,,170.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Tomate Saladette,208.00,Caja de 16 kg.,192.00,Primera,Puebla,,208.00
Veracruz: Central de Abasto de Jalapa,Tomate Saladette,190.00,Caja de 24 kg.,190.00,Primera,Veracruz,,195.00
Veracruz: Central de Abasto de Minatitlán,Tomate Saladette,220.00,Caja de 20 kg.,210.00,Primera,Puebla,,220.00
Veracruz: Mercado Malibrán,Tomate Saladette,220.00,Caja de 20 kg.,200.00,Primera,Distrito Federal,,220.00
Yucatán: Central de Abasto de Mérida,Tomate Saladette,170.00,Caja de 14 kg.,170.00,Primera,Distrito Federal,,170.00
Yucatán: Centro Mayorista Oxkutzcab,Tomate Saladette,180.00,Caja de 14 kg.,180.00,Primera,Distrito Federal,,180.00
Yucatán: Centro Mayorista Oxkutzcab,Tomate Saladette,230.00,Caja de 25 kg.,230.00,Primera,Yucatán,Invernadero,230.00
"Yucatán: Mercado ""Casa del Pueblo""",Tomate Saladette,170.00,Caja de 14 kg.,170.00,Primera,Distrito Federal,,170.00
Zacatecas: Mercado de Abasto de Zacatecas,Tomate Saladette,150.00,Caja de 20 kg.,150.00,Primera,Sinaloa,,150.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Tomate Bola,120.00,Caja de 13 kg.,115.00,Primera,Aguascalientes,,125.00
"Baja California : Central de Abasto INDIA, Tijuana",Tomate Bola,250.00,Caja de 14 kg.,250.00,Primera,Baja California,,250.00
Chihuahua: Central de Abasto de Chihuahua,Tomate Bola,160.00,Caja de 14 kg.,140.00,Primera,Sinaloa,,270.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Tomate Bola,164.00,Caja de 13 kg.,164.00,Primera,Sonora,,164.00
DF: Central de Abasto de Iztapalapa DF,Tomate Bola,180.00,Caja de 10 kg.,160.00,Primera,Puebla,Invernadero,230.00
"Durango: Central de Abasto ""Francisco Villa""",Tomate Bola,140.00,Caja de 14 kg.,140.00,Primera,Zacatecas,,140.00
Guanajuato: Central de Abasto de León,Tomate Bola,220.00,Caja de 15 kg.,210.00,Primera,Sinaloa,,220.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Tomate Bola,16.00,Kilogramo,16.00,Primera,Querétaro,,18.00
Guanajuato: Módulo de Abasto Irapuato,Tomate Bola,200.00,Caja de 30 kg.,200.00,Primera,Sinaloa,,210.00
Jalisco: Mercado de Abasto de Guadalajara,Tomate Bola,145.00,Caja de 10 kg.,145.00,Primera,Jalisco,,150.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Tomate Bola,160.00,Caja de 10 kg.,160.00,Primera,Jalisco,,160.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Tomate Bola,20.00,Kilogramo,18.00,Primera,Jalisco,,20.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Tomate Bola,250.00,Caja de 12 kg.,230.00,Primera,Jalisco,,250.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Tomate Bola,160.00,Caja de 12 kg.,150.00,Primera,Michoacán,,180.00
Puebla: Central de Abasto de Puebla,Tomate Bola,50.00,Caja de 10 kg.,45.00,Primera,Aguascalientes,,50.00
Quintana Roo: Módulo de Abasto Cancún,Tomate Bola,20.00,Kilogramo,20.00,Primera,Distrito Federal,,20.00
Sinaloa: Central de Abasto de Culiacán,Tomate Bola,18.00,Kilogramo,18.00,Primera,Jalisco,,18.00
Sonora: Central de Abasto de Cd. Obregón,Tomate Bola,225.00,Caja de 15 kg.,225.00,Primera,Baja California,,225.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Tomate Bola,275.00,Caja de 15 kg.,270.00,Primera,Baja California,,290.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Tomate Bola,270.00,Caja de 12 kg.,270.00,Primera,Jalisco,,290.00
Tabasco: Central de Abasto de Villahermosa,Tomate Bola,220.00,Caja de 10 kg.,120.00,Primera,Puebla,,220.00
Tamaulipas: Módulo de Abasto de Reynosa,Tomate Bola,360.00,Caja de 15 kg.,360.00,Primera,Nuevo León,,370.00
Veracruz: Central de Abasto de Jalapa,Tomate Bola,19.00,Kilogramo,18.00,Primera,San Luis Potosí,,19.00
Veracruz: Central de Abasto de Minatitlán,Tomate Bola,190.00,Caja de 10 kg.,180.00,Primera,Puebla,,190.00
Yucatán: Centro Mayorista Oxkutzcab,Tomate Bola,280.00,Caja de 10 kg.,280.00,Primera,Distrito Federal,,280.00
Baja California Sur: Unión de Comerciantes de La Paz,Lechuga Orejona grande,360.00,Caja de 24 pzas.,360.00,Primera,Baja California,,360.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Lechuga Orejona grande,2.00,Pieza,2.00,Primera,Chiapas,,3.00
"Durango: Central de Abasto ""Francisco Villa""",Lechuga Orejona grande,132.00,Docena,120.00,Primera,Jalisco,,144.00
Hidalgo: Central de Abasto de Pachuca,Lechuga Orejona grande,84.00,Docena,72.00,Primera,Hidalgo,,84.00
Jalisco: Mercado de Abasto de Guadalajara,Lechuga Orejona grande,120.00,Docena,120.00,Primera,Jalisco,,132.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Lechuga Orejona grande,142.00,Docena,142.00,Primera,Jalisco,,142.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Lechuga Orejona grande,12.00,Pieza,10.00,Primera,Jalisco,,13.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Lechuga Orejona grande,270.00,Caja de 18 pzas.,200.00,Primera,Jalisco,,270.00
Puebla: Central de Abasto de Puebla,Lechuga Orejona grande,65.00,Docena,60.00,Primera,Puebla,,65.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Lechuga Orejona grande,18.00,Pieza,18.00,Primera,Puebla,,18.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Lechuga Orejona grande,170.00,Caja de 12 pzas.,170.00,Primera,Puebla,,170.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Lechuga Orejona grande,11.00,Pieza,10.00,Primera,Puebla,,12.00
Veracruz: Central de Abasto de Minatitlán,Lechuga Orejona grande,9.00,Pieza,8.00,Primera,Puebla,,9.00
Veracruz: Mercado Malibrán,Lechuga Orejona grande,9.00,Pieza,7.50,Primera,Puebla,,9.00
Yucatán: Centro Mayorista Oxkutzcab,Lechuga Orejona grande,13.30,Pieza,13.30,Primera,Distrito Federal,,13.30
Jalisco: Mercado de Abasto de Guadalajara,Guanabana,340.00,Caja de 20 kg.,340.00,Primera,Michoacán,,345.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Guanabana,355.00,Caja de 20 kg.,355.00,Primera,Michoacán,,355.00
Michoacán: Mercado de Abasto de Morelia,Guanabana,20.00,Kilogramo,19.00,Primera,Nayarit,,20.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Guanabana,13.00,Kilogramo,12.00,Primera,Nayarit,,13.00
Baja California Sur: Unión de Comerciantes de La Paz,Lechuga Romanita grande,380.00,Caja de 24 pzas.,380.00,Primera,Baja California,,400.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Lechuga Romanita grande,93.00,Docena,90.00,Primera,Durango,,95.00
DF: Central de Abasto de Iztapalapa DF,Lechuga Romanita grande,90.00,Docena,80.00,Primera,Puebla,,120.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Lechuga Romanita grande,94.00,Docena,92.00,Primera,Durango,,95.00
Guanajuato: Central de Abasto de León,Lechuga Romanita grande,5.00,Pieza,4.00,Primera,Guanajuato,,5.00
Jalisco: Mercado de Abasto de Guadalajara,Lechuga Romanita grande,125.00,Docena,125.00,Primera,Guanajuato,,126.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Lechuga Romanita grande,136.00,Docena,136.00,Primera,Guanajuato,,136.00
México: Central de Abasto de Ecatepec,Lechuga Romanita grande,80.00,Docena,70.00,Primera,Puebla,,85.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Lechuga Romanita grande,10.00,Pieza,9.00,Primera,Jalisco,,10.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Lechuga Romanita grande,128.00,Caja de 18 pzas.,120.00,Primera,Jalisco,,130.00
Puebla: Central de Abasto de Puebla,Lechuga Romanita grande,75.00,Docena,70.00,Primera,Puebla,,75.00
Querétaro: Mercado de Abasto de Querétaro,Lechuga Romanita grande,5.00,Pieza,4.50,Primera,Guanajuato,,5.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Lechuga Romanita grande,310.00,Caja de 24 pzas.,310.00,Primera,Distrito Federal,,310.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Lechuga Romanita grande,110.00,Caja de 10 pzas.,110.00,Primera,Puebla,,110.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Lechuga Romanita grande,4.75,Pieza,4.50,Primera,San Luis Potosí,,5.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Lechuga Romanita grande,4.75,Pieza,4.50,Primera,Zacatecas,,5.00
Sinaloa: Central de Abasto de Culiacán,Lechuga Romanita grande,10.00,Pieza,10.00,Primera,Jalisco,,10.00
Tabasco: Central de Abasto de Villahermosa,Lechuga Romanita grande,6.00,Pieza,5.00,Primera,Distrito Federal,,6.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Lechuga Romanita grande,8.00,Pieza,7.00,Primera,Puebla,,8.50
Veracruz: Mercado Malibrán,Lechuga Romanita grande,9.00,Pieza,7.50,Primera,Puebla,,9.00
Yucatán: Central de Abasto de Mérida,Lechuga Romanita grande,200.00,Caja de 24 pzas.,200.00,Primera,Distrito Federal,,220.00
Yucatán: Central de Abasto de Mérida,Lechuga Romanita grande,80.00,Caja de 10 pzas.,80.00,Primera,Puebla,,90.00
Yucatán: Centro Mayorista Oxkutzcab,Lechuga Romanita grande,14.00,Pieza,14.00,Primera,Distrito Federal,,14.00
"Yucatán: Mercado ""Casa del Pueblo""",Lechuga Romanita grande,9.00,Pieza,9.00,Primera,Distrito Federal,,10.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Lechuga Romanita sin clasificación,3.50,Pieza,3.00,Primera,Aguascalientes,,4.00
Chihuahua: Central de Abasto de Chihuahua,Lechuga Romanita sin clasificación,240.00,Caja de 24 pzas.,240.00,Primera,Sinaloa,,240.00
Guanajuato: Módulo de Abasto Irapuato,Lechuga Romanita sin clasificación,4.00,Pieza,4.00,Primera,Guanajuato,,5.00
México: Central de Abasto de Toluca,Lechuga Romanita sin clasificación,60.00,Docena,60.00,Primera,México,,70.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Lechuga Romanita sin clasificación,100.00,Caja de 24 pzas.,90.00,Primera,Zacatecas,,110.00
Quintana Roo: Módulo de Abasto Cancún,Lechuga Romanita sin clasificación,9.00,Pieza,9.00,Primera,Distrito Federal,,9.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Lechuga Romanita sin clasificación,230.00,Caja de 24 pzas.,230.00,Primera,Jalisco,,250.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Lechuga Orejona sin clasificación,4.00,Pieza,3.50,Primera,Aguascalientes,,4.50
México: Central de Abasto de Toluca,Lechuga Orejona sin clasificación,132.00,Docena,132.00,Primera,Puebla,,144.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Lechuga Orejona sin clasificación,8.00,Pieza,8.00,Primera,Guanajuato,,10.00
Tabasco: Central de Abasto de Villahermosa,Lechuga Orejona sin clasificación,8.00,Pieza,7.00,Primera,Puebla,,8.00
Veracruz: Central de Abasto de Minatitlán,Lechuga Orejona sin clasificación,8.00,Pieza,7.00,Primera,Puebla,,8.00
Yucatán: Central de Abasto de Mérida,Lechuga Orejona sin clasificación,8.50,Pieza,8.50,Primera,Puebla,,8.50
Tamaulipas: Módulo de Abasto de Reynosa,Limón c/semilla # 2,210.00,Arpilla de 15 kg.,190.00,Primera,Nuevo León,,210.00
"Baja California : Central de Abasto INDIA, Tijuana",Limón c/semilla # 3,240.00,Caja de 20 kg.,240.00,Primera,Michoacán,,240.00
DF: Central de Abasto de Iztapalapa DF,Limón c/semilla # 3,80.00,Arpilla de 19 kg.,70.00,Primera,Michoacán,,90.00
Sonora: Central de Abasto de Cd. Obregón,Limón c/semilla # 3,12.50,Kilogramo,12.50,Primera,Colima,,12.50
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Limón c/semilla # 3,375.00,Arpilla de 25 kg.,350.00,Primera,Puebla,,375.00
DF: Central de Abasto de Iztapalapa DF,Limón c/semilla # 4,110.00,Arpilla de 19 kg.,100.00,Primera,Michoacán,,120.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Limón c/semilla # 4,8.00,Kilogramo,7.00,Primera,Michoacán,,8.00
Guerrero: Central de Abastos de Acapulco,Limón c/semilla # 4,9.00,Kilogramo,9.00,Primera,Puebla,,9.00
México: Central de Abasto de Ecatepec,Limón c/semilla # 4,90.00,Arpilla de 20 kg.,90.00,Primera,Michoacán,,100.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Limón c/semilla # 4,170.00,Arpilla de 19 kg.,160.00,Primera,Jalisco,,175.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Limón c/semilla # 4,11.00,Kilogramo,10.00,Primera,Nayarit,,14.00
Puebla: Central de Abasto de Puebla,Limón c/semilla # 4,120.00,Arpilla de 20 kg.,115.00,Primera,Michoacán,,120.00
