destino,producto,precio,presentacion,pMin,calidad,origen,obs,pMax
Veracruz: Mercado Malibrán,Calabacita Italiana,120.00,Caja de 10 kg.,110.00,Primera,Puebla,,120.00
Yucatán: Central de Abasto de Mérida,Calabacita Italiana,190.00,Caja de 18 kg.,180.00,Primera,Puebla,,190.00
Yucatán: Centro Mayorista Oxkutzcab,Calabacita Italiana,240.00,Caja de 15 kg.,240.00,Primera,Distrito Federal,,240.00
"Baja California : Central de Abasto INDIA, Tijuana",Calabacita Criolla,120.00,Caja de 10 kg.,120.00,Primera,Baja California,,120.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Calabacita Criolla,16.00,Kilogramo,15.00,Primera,Campeche,,16.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Calabacita Criolla,100.00,Caja de 16 kg.,80.00,Primera,San Luis Potosí,,100.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Calabacita Criolla,7.00,Kilogramo,7.00,Primera,Chihuahua,,7.00
"Durango: Central de Abasto ""Francisco Villa""",Calabacita Criolla,120.00,Caja de 15 kg.,120.00,Primera,Aguascalientes,,125.00
"Durango: Central de Abasto ""Francisco Villa""",Calabacita Criolla,140.00,Caja de 20 kg.,140.00,Primera,Durango,,150.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Calabacita Criolla,102.00,Caja de 16 kg.,80.00,Primera,San Luis Potosí,,102.00
Hidalgo: Central de Abasto de Pachuca,Calabacita Criolla,180.00,Caja de 25 kg.,160.00,Primera,México,,180.00
México: Central de Abasto de Ecatepec,Calabacita Criolla,200.00,Caja de 25 kg.,190.00,Primera,Distrito Federal,,200.00
México: Central de Abasto de Toluca,Calabacita Criolla,160.00,Caja de 28 kg.,150.00,Primera,México,,160.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Calabacita Criolla,21.00,Kilogramo,15.00,Primera,Jalisco,,22.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Calabacita Criolla,200.00,Caja de 14 kg.,180.00,Primera,Jalisco,,200.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Calabacita Criolla,110.00,Caja de 14 kg.,100.00,Primera,Nuevo León,,120.00
Puebla: Central de Abasto de Puebla,Calabacita Criolla,150.00,Caja de 15 kg.,145.00,Primera,Morelos,,150.00
Sinaloa: Central de Abasto de Culiacán,Calabacita Criolla,18.00,Kilogramo,18.00,Primera,Jalisco,,18.00
Tabasco: Central de Abasto de Villahermosa,Calabacita Criolla,180.00,Caja de 25 kg.,180.00,Primera,Tabasco,,200.00
Veracruz: Central de Abasto de Jalapa,Calabacita Criolla,170.00,Caja de 16 kg.,170.00,Primera,Puebla,,175.00
Veracruz: Central de Abasto de Minatitlán,Calabacita Criolla,140.00,Caja de 14 kg.,135.00,Primera,Puebla,,140.00
Veracruz: Mercado Malibrán,Calabacita Criolla,100.00,Caja de 10 kg.,95.00,Primera,Puebla,,100.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Betabel,40.00,Docena,40.00,Primera,Distrito Federal,,45.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Betabel,11.60,Manojo,10.00,Primera,Durango,,12.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Betabel,35.00,Manojo,35.00,Primera,Puebla,,40.00
"Durango: Central de Abasto ""Francisco Villa""",Betabel,10.00,Manojo,8.00,Primera,Durango,,10.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Betabel,11.60,Manojo,10.00,Primera,Durango,,12.00
Guanajuato: Central de Abasto de León,Betabel,12.00,Kilogramo,12.00,Primera,Guanajuato,,13.00
Guanajuato: Módulo de Abasto Irapuato,Betabel,35.00,Manojo,35.00,Primera,Guanajuato,,40.00
Guerrero: Central de Abastos de Acapulco,Betabel,22.00,Manojo de 12 pzas.,22.00,Primera,Puebla,,22.00
Hidalgo: Central de Abasto de Pachuca,Betabel,30.00,Rollo de 5 kg.,25.00,Primera,Hidalgo,,30.00
Jalisco: Mercado de Abasto de Guadalajara,Betabel,10.00,Manojo,10.00,Primera,Jalisco,,10.50
Jalisco: Mercado Felipe Ángeles de Guadalajara,Betabel,11.50,Manojo,11.50,Primera,Jalisco,,11.50
Michoacán: Mercado de Abasto de Morelia,Betabel,37.00,Manojo,35.00,Primera,Michoacán,,37.00
Michoacán: Mercado de Abasto de Morelia,Betabel,39.00,Manojo,38.00,Primera,Puebla,,39.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Betabel,14.00,Manojo,13.00,Primera,Jalisco,,14.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Betabel,9.00,Kilogramo,9.00,Primera,Distrito Federal,,10.00
Querétaro: Mercado de Abasto de Querétaro,Betabel,25.00,Manojo,23.00,Primera,Guanajuato,,25.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Betabel,55.00,Rollo,55.00,Primera,Distrito Federal,,55.00
Quintana Roo: Módulo de Abasto Cancún,Betabel,11.00,Kilogramo,11.00,Primera,Distrito Federal,,11.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Betabel,7.50,Manojo,7.00,Primera,San Luis Potosí,,8.00
Sinaloa: Central de Abasto de Culiacán,Betabel,16.00,Manojo,16.00,Primera,Jalisco,,16.00
Sonora: Central de Abasto de Cd. Obregón,Betabel,12.00,Kilogramo,12.00,Primera,Puebla,,12.00
Sonora: Central de Abasto de Cd. Obregón,Betabel,2.50,Manojo,2.50,Primera,Sonora,,2.50
Tabasco: Central de Abasto de Villahermosa,Betabel,40.00,Manojo,35.00,Primera,Puebla,,40.00
Tamaulipas: Módulo de Abasto de Reynosa,Betabel,250.00,Caja de 35 kg.,240.00,Primera,Nuevo León,,250.00
Veracruz: Central de Abasto de Jalapa,Betabel,5.80,Kilogramo,5.50,Primera,Veracruz,,6.00
Veracruz: Central de Abasto de Minatitlán,Betabel,50.00,Rollo,45.00,Primera,Puebla,,50.00
Veracruz: Mercado Malibrán,Betabel,50.00,Rollo,45.00,Primera,Puebla,,50.00
Yucatán: Central de Abasto de Mérida,Betabel,50.00,Rollo,50.00,Primera,Puebla,,50.00
Yucatán: Centro Mayorista Oxkutzcab,Betabel,45.00,Rollo,45.00,Primera,Distrito Federal,,45.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Brócoli,5.00,Kilogramo,4.50,Primera,Aguascalientes,,5.50
"Baja California : Central de Abasto INDIA, Tijuana",Brócoli,230.00,Caja de 14 pzas.,230.00,Primera,Importación,,230.00
Baja California Sur: Unión de Comerciantes de La Paz,Brócoli,205.00,Caja de 10 kg.,200.00,Primera,Jalisco,,205.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Brócoli,15.00,Kilogramo,12.00,Primera,Distrito Federal,,15.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Brócoli,12.40,Kilogramo,12.00,Primera,San Luis Potosí,,12.50
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Brócoli,7.00,Kilogramo,7.00,Primera,Puebla,,9.00
DF: Central de Abasto de Iztapalapa DF,Brócoli,9.00,Kilogramo,8.00,Primera,Puebla,,10.00
"Durango: Central de Abasto ""Francisco Villa""",Brócoli,16.00,Kilogramo,15.00,Primera,Jalisco,,16.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Brócoli,12.40,Kilogramo,12.00,Primera,San Luis Potosí,,12.50
Guanajuato: Central de Abasto de León,Brócoli,12.00,Kilogramo,12.00,Primera,Guanajuato,,14.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Brócoli,6.00,Kilogramo,5.00,Primera,Guanajuato,,6.00
Guanajuato: Módulo de Abasto Irapuato,Brócoli,6.00,Kilogramo,5.00,Primera,Guanajuato,,6.00
Hidalgo: Central de Abasto de Pachuca,Brócoli,10.00,Kilogramo,8.00,Primera,Hidalgo,,10.00
Jalisco: Mercado de Abasto de Guadalajara,Brócoli,9.00,Kilogramo,9.00,Primera,Jalisco,,9.50
Jalisco: Mercado Felipe Ángeles de Guadalajara,Brócoli,10.50,Kilogramo,10.50,Primera,Jalisco,,10.50
México: Central de Abasto de Ecatepec,Brócoli,10.00,Kilogramo,8.00,Primera,Puebla,,10.00
Michoacán: Mercado de Abasto de Morelia,Brócoli,8.00,Kilogramo,7.50,Primera,Michoacán,,8.00
Morelos: Central de Abasto de Cuautla,Brócoli,10.00,Kilogramo,9.00,Primera,Puebla,,10.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Brócoli,12.00,Kilogramo,9.00,Primera,Guanajuato,,12.00
Querétaro: Mercado de Abasto de Querétaro,Brócoli,6.00,Kilogramo,5.50,Primera,Guanajuato,,6.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Brócoli,19.00,Kilogramo,19.00,Primera,Puebla,,19.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Brócoli,170.00,Caja de 10 kg.,170.00,Primera,Puebla,,170.00
Quintana Roo: Módulo de Abasto Cancún,Brócoli,13.00,Kilogramo,13.00,Primera,Distrito Federal,,13.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Brócoli,6.50,Kilogramo,6.00,Primera,Guanajuato,,7.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Brócoli,6.50,Kilogramo,6.00,Primera,San Luis Potosí,,7.00
Sinaloa: Central de Abasto de Culiacán,Brócoli,20.00,Kilogramo,20.00,Primera,Jalisco,,20.00
Sonora: Central de Abasto de Cd. Obregón,Brócoli,160.00,Caja de 10 kg.,160.00,Primera,Puebla,,160.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Brócoli,180.00,Caja de 9 kg.,170.00,Primera,Jalisco,,180.00
Tamaulipas: Módulo de Abasto de Reynosa,Brócoli,180.00,Caja de 10 kg.,160.00,Primera,Nuevo León,,180.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Brócoli,10.00,Kilogramo,10.00,Primera,Puebla,,12.00
Veracruz: Central de Abasto de Jalapa,Brócoli,8.50,Kilogramo,8.00,Primera,Veracruz,,8.50
Veracruz: Central de Abasto de Minatitlán,Brócoli,10.00,Kilogramo,9.00,Primera,Puebla,,10.00
Veracruz: Mercado Malibrán,Brócoli,10.00,Kilogramo,9.00,Primera,Puebla,,10.00
Yucatán: Central de Abasto de Mérida,Brócoli,14.00,Kilogramo,14.00,Primera,Distrito Federal,,15.00
Yucatán: Centro Mayorista Oxkutzcab,Brócoli,15.00,Kilogramo,15.00,Primera,Distrito Federal,,15.00
"Yucatán: Mercado ""Casa del Pueblo""",Brócoli,16.00,Kilogramo,15.00,Primera,Distrito Federal,,16.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Camote,10.30,Kilogramo,10.00,Primera,Chihuahua,,10.50
"Durango: Central de Abasto ""Francisco Villa""",Camote,10.00,Kilogramo,8.00,Primera,Jalisco,,10.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Camote,10.30,Kilogramo,10.00,Primera,Chihuahua,,10.50
Guanajuato: Central de Abasto de León,Camote,9.00,Kilogramo,8.00,Primera,Michoacán,,9.00
Jalisco: Mercado de Abasto de Guadalajara,Camote,7.50,Kilogramo,7.50,Primera,Michoacán,,8.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Camote,9.00,Kilogramo,9.00,Primera,Michoacán,,9.00
Michoacán: Mercado de Abasto de Morelia,Camote,8.50,Kilogramo,8.00,Primera,Guanajuato,,8.50
Michoacán: Mercado de Abasto de Morelia,Camote,8.50,Kilogramo,8.00,Primera,Michoacán,,8.50
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Camote,7.00,Kilogramo,7.00,Primera,Jalisco,,8.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Camote,13.00,Kilogramo,13.00,Primera,Michoacán,,15.00
Querétaro: Mercado de Abasto de Querétaro,Camote,8.00,Kilogramo,8.00,Primera,Guanajuato,,10.00
Quintana Roo: Módulo de Abasto Cancún,Camote,20.00,Kilogramo,20.00,Primera,Distrito Federal,,20.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Camote,13.00,Kilogramo,12.00,Primera,Jalisco,,13.00
Tamaulipas: Módulo de Abasto de Reynosa,Camote,290.00,Caja de 20 kg.,280.00,Primera,Nuevo León,,290.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Cebolla Bola,7.00,Kilogramo,6.50,Primera,Michoacán,,7.50
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Cebolla Bola,5.00,Kilogramo,4.50,Primera,Zacatecas,,5.50
Baja California Sur: Unión de Comerciantes de La Paz,Cebolla Bola,14.50,Kilogramo,14.50,Primera,Baja California,,15.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Cebolla Bola,18.00,Kilogramo,16.00,Primera,Distrito Federal,,18.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Cebolla Bola,17.40,Kilogramo,17.00,Primera,Guanajuato,,17.50
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Cebolla Bola,15.00,Kilogramo,15.00,Primera,Chiapas,,18.00
Chihuahua: Central de Abasto de Chihuahua,Cebolla Bola,450.00,Arpilla de 30 kg.,450.00,Primera,Chihuahua,,450.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Cebolla Bola,13.00,Kilogramo,13.00,Primera,Chihuahua,,13.00
DF: Central de Abasto de Iztapalapa DF,Cebolla Bola,300.00,Arpilla de 30 kg.,210.00,Primera,Guanajuato,Mediana grande empacada en origen,360.00
"Durango: Central de Abasto ""Francisco Villa""",Cebolla Bola,11.00,Kilogramo,11.00,Primera,Coahuila,,12.00
"Durango: Central de Abasto ""Francisco Villa""",Cebolla Bola,9.00,Kilogramo,9.00,Primera,Durango,,9.50
"Durango: Central de Abasto ""Francisco Villa""",Cebolla Bola,15.00,Kilogramo,15.00,Primera,Importación,U.S.A.,16.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Cebolla Bola,17.50,Kilogramo,17.00,Primera,Guanajuato,,17.60
Guanajuato: Central de Abasto de León,Cebolla Bola,10.00,Kilogramo,9.00,Primera,Guanajuato,,10.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Cebolla Bola,8.00,Kilogramo,8.00,Primera,Guanajuato,,10.00
Guanajuato: Módulo de Abasto Irapuato,Cebolla Bola,13.00,Kilogramo,12.00,Primera,Guanajuato,,13.00
Hidalgo: Central de Abasto de Pachuca,Cebolla Bola,280.00,Arpilla de 33 kg.,231.00,Primera,Guanajuato,,280.00
Jalisco: Mercado de Abasto de Guadalajara,Cebolla Bola,460.00,Arpilla de 30 kg.,460.00,Primera,Guanajuato,,465.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Cebolla Bola,475.00,Arpilla de 30 kg.,475.00,Primera,Guanajuato,,475.00
México: Central de Abasto de Ecatepec,Cebolla Bola,240.00,Arpilla de 30 kg.,225.00,Primera,Guanajuato,,240.00
México: Central de Abasto de Toluca,Cebolla Bola,220.00,Arpilla de 30 kg.,220.00,Primera,Chihuahua,,230.00
Morelos: Central de Abasto de Cuautla,Cebolla Bola,300.00,Arpilla de 30 kg.,300.00,Primera,Guanajuato,,340.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Cebolla Bola,12.00,Kilogramo,10.00,Primera,Jalisco,,14.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Cebolla Bola,12.00,Kilogramo,11.00,Primera,Guanajuato,,13.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Cebolla Bola,11.50,Kilogramo,11.50,Primera,Distrito Federal,Amarilla,11.50
Quintana Roo: Módulo de Abasto Cancún,Cebolla Bola,20.00,Kilogramo,20.00,Primera,Distrito Federal,,20.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Cebolla Bola,8.00,Kilogramo,7.00,Primera,Guanajuato,,9.00
Sinaloa: Central de Abasto de Culiacán,Cebolla Bola,13.00,Kilogramo,13.00,Primera,Jalisco,,13.00
Sonora: Central de Abasto de Cd. Obregón,Cebolla Bola,320.00,Arpilla de 23 kg.,320.00,Primera,Importación,,320.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Cebolla Bola,13.00,Kilogramo,12.50,Primera,Importación,,13.00
Tabasco: Central de Abasto de Villahermosa,Cebolla Bola,9.00,Kilogramo,7.50,Primera,Michoacán,,10.00
Tamaulipas: Módulo de Abasto de Reynosa,Cebolla Bola,470.00,Arpilla de 30 kg.,450.00,Primera,Nuevo León,,480.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Cebolla Bola,400.00,Arpilla de 25 kg.,350.00,Primera,Puebla,,400.00
Veracruz: Central de Abasto de Jalapa,Cebolla Bola,350.00,Arpilla de 30 kg.,350.00,Primera,Guerrero,,355.00
Yucatán: Central de Abasto de Mérida,Cebolla Bola,18.00,Kilogramo,17.00,Primera,Distrito Federal,,18.50
Yucatán: Centro Mayorista Oxkutzcab,Cebolla Bola,16.00,Kilogramo,16.00,Primera,Distrito Federal,,16.00
"Yucatán: Mercado ""Casa del Pueblo""",Cebolla Bola,22.00,Kilogramo,20.00,Primera,Distrito Federal,,22.00
Zacatecas: Mercado de Abasto de Zacatecas,Cebolla Bola,12.00,Kilogramo,12.00,Primera,Tamaulipas,,12.00
"Baja California : Central de Abasto INDIA, Tijuana",Cebolla Bola grande,270.00,Arpilla de 22 kg.,270.00,Primera,Importación,,270.00
Michoacán: Mercado de Abasto de Morelia,Cebolla Bola grande,14.00,Kilogramo,13.00,Primera,Chihuahua,,14.00
Michoacán: Mercado de Abasto de Morelia,Cebolla Bola grande,14.00,Kilogramo,13.00,Primera,Michoacán,,14.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Cebolla Bola grande,15.00,Kilogramo,10.00,Primera,Jalisco,,17.00
Puebla: Central de Abasto de Puebla,Cebolla Bola grande,270.00,Arpilla de 30 kg.,265.00,Primera,Baja California,,270.00
Querétaro: Mercado de Abasto de Querétaro,Cebolla Bola grande,7.00,Kilogramo,6.50,Primera,Chihuahua,,7.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Cebolla Bola grande,13.50,Kilogramo,13.50,Primera,Distrito Federal,,13.50
Veracruz: Central de Abasto de Minatitlán,Cebolla Bola grande,450.00,Arpilla de 30 kg.,430.00,Primera,Puebla,,450.00
Veracruz: Mercado Malibrán,Cebolla Bola grande,450.00,Costal de 30 kg.,420.00,Primera,Puebla,,450.00
Jalisco: Mercado de Abasto de Guadalajara,Ciruela Amarilla,145.00,Caja de 30 kg.,145.00,Primera,Oaxaca,,150.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Ciruela Amarilla,190.00,Caja de 30 kg.,190.00,Primera,Oaxaca,,190.00
Michoacán: Mercado de Abasto de Morelia,Ciruela huesuda Amarilla,160.00,Caja de 25 kg.,150.00,Primera,Michoacán,,160.00
Yucatán: Central de Abasto de Mérida,Ciruela huesuda Amarilla,220.00,Caja de 20 kg.,220.00,Primera,Distrito Federal,,220.00
Yucatán: Centro Mayorista Oxkutzcab,Ciruela huesuda Amarilla,250.00,Caja de 25 kg.,250.00,Primera,Distrito Federal,,250.00
DF: Central de Abasto de Iztapalapa DF,Ciruela huesuda Roja,90.00,Caja de 13 kg.,80.00,Primera,Michoacán,,100.00
México: Central de Abasto de Toluca,Ciruela huesuda Roja,90.00,Caja de 12 kg.,80.00,Primera,Michoacán,,90.00
Michoacán: Mercado de Abasto de Morelia,Ciruela huesuda Roja,110.00,Caja de 10 kg.,100.00,Primera,Michoacán,,110.00
Puebla: Central de Abasto de Puebla,Ciruela huesuda Roja,150.00,Caja de 25 kg.,145.00,Primera,Michoacán,,150.00
"Baja California : Central de Abasto INDIA, Tijuana",Cilantro,2.00,Manojo,2.00,Primera,Baja California,,2.00
Baja California Sur: Unión de Comerciantes de La Paz,Cilantro,6.00,Manojo,5.50,Primera,Baja California Sur,,6.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Cilantro,70.00,Rollo,70.00,Primera,Campeche,,80.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Cilantro,10.30,Manojo,10.00,Primera,San Luis Potosí,,10.50
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Cilantro,80.00,Manojo de 5 kg.,80.00,Primera,Chiapas,,90.00
DF: Central de Abasto de Iztapalapa DF,Cilantro,45.00,Manojo de 5 kg.,40.00,Primera,Puebla,,50.00
"Durango: Central de Abasto ""Francisco Villa""",Cilantro,2.00,Manojo,2.00,Primera,Durango,,2.50
Durango: Centro de Distribución y Abasto de Gómez Palacio,Cilantro,10.20,Manojo,10.00,Primera,San Luis Potosí,,10.50
Guanajuato: Central de Abasto de León,Cilantro,12.00,Manojo,10.00,Primera,Guanajuato,,12.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Cilantro,10.00,Manojo,8.00,Primera,Guanajuato,,10.00
Guanajuato: Módulo de Abasto Irapuato,Cilantro,10.00,Manojo,10.00,Primera,Guanajuato,,11.00
Guerrero: Central de Abastos de Acapulco,Cilantro,35.00,Manojo de 2 kg.,35.00,Primera,Puebla,,35.00
Hidalgo: Central de Abasto de Pachuca,Cilantro,35.00,Manojo de 3 kg.,30.00,Primera,Hidalgo,,35.00
Jalisco: Mercado de Abasto de Guadalajara,Cilantro,10.00,Manojo,10.00,Primera,Jalisco,,11.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Cilantro,13.00,Manojo,13.00,Primera,Jalisco,,13.00
México: Central de Abasto de Ecatepec,Cilantro,45.00,Manojo de 5 kg.,40.00,Primera,Puebla,,50.00
México: Central de Abasto de Toluca,Cilantro,30.00,Manojo de 5 kg.,25.00,Primera,Puebla,,30.00
Michoacán: Mercado de Abasto de Morelia,Cilantro,12.00,Manojo de 2 kg.,11.00,Primera,Guanajuato,,12.00
Michoacán: Mercado de Abasto de Morelia,Cilantro,12.00,Manojo de 2 kg.,11.00,Primera,Michoacán,,12.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Cilantro,16.00,Manojo,15.00,Primera,Jalisco,,17.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Cilantro,90.00,Caja de 5 kg.,90.00,Primera,Nuevo León,,100.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Cilantro,120.00,Caja de 5 kg.,110.00,Primera,Puebla,,140.00
Querétaro: Mercado de Abasto de Querétaro,Cilantro,15.00,Manojo,12.00,Primera,Guanajuato,,15.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Cilantro,45.00,Manojo,45.00,Primera,Puebla,,45.00
Quintana Roo: Módulo de Abasto Cancún,Cilantro,15.00,Manojo,15.00,Primera,Distrito Federal,,15.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Cilantro,3.75,Manojo,3.50,Primera,San Luis Potosí,,4.00
Sinaloa: Central de Abasto de Culiacán,Cilantro,12.00,Manojo,12.00,Primera,Jalisco,,12.00
Sonora: Central de Abasto de Cd. Obregón,Cilantro,2.50,Manojo,2.50,Primera,Sonora,,2.50
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Cilantro,3.50,Manojo,3.00,Primera,Sonora,,3.50
Tabasco: Central de Abasto de Villahermosa,Cilantro,20.00,Manojo,20.00,Primera,Puebla,,20.00
Tabasco: Central de Abasto de Villahermosa,Cilantro,70.00,Manojo de 2 kg.,60.00,Primera,Tabasco,Cilantro criollo,70.00
Tamaulipas: Módulo de Abasto de Reynosa,Cilantro,170.00,Caja de 5 kg.,160.00,Primera,Nuevo León,,170.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Cilantro,20.00,Manojo de 2 kg.,15.00,Primera,Puebla,,25.00
